group,similarity,business_count
"('m2xXzkkKFxzx_yG29y3q8A', 'dIIKEfOgo0KqUfGQvGikPg', 'Yej5B4nd8PqpHMQcmCTDrg', 'PeLGa5vUR8_mcsn-fn42Jg', 'D9patliQtlm646P_fyiCaw')",0.20697984349779927,1
"('sFRnh5U0bfTe8Ox8PygjHg', 'dIIKEfOgo0KqUfGQvGikPg', 'SCo1UBoeN3bhRMkSYuiX1A', 'M9rRM6Eo5YbKLKMG5QiIPA', 'QuZbJquRtbY9O9JrB9NpxQ')",0.19307444185822148,1
"('_txhy3UvyGffFh8FLO2_qw', 'UmXzwFM2OkZHWJ5cJZlqkg', 'Yej5B4nd8PqpHMQcmCTDrg', 'mIysRk_cJ5K_BMZ-r06TFw', 'm2xXzkkKFxzx_yG29y3q8A')",0.20875830151382213,1
"('DSDL_v5dvLOIJ-o5sRhz4w', 'M9rRM6Eo5YbKLKMG5QiIPA', 'A0j21z2Q1HGic7jW6e9h7A', 'kjeX2RXvW7RhBbD2QLd5jA', 'uluHjQdwAlwzeJgsKvh-MA')",0.12913007970205864,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'AKXqbuifvfvNEpr3Qs51hQ')",0.2249159202551864,2
"('LM6pxbcfdyUS8M2jWoQk1g', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.15151199390396428,1
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'A2JGzkvNjckSmps_4FbKWw')",0.1840267591075559,1
"('dIIKEfOgo0KqUfGQvGikPg', 'sTcYq6goD1Fa2WS9MSkSvQ', '-fQPzH-e-ubDIiLQhybEjQ', '5uiCy0vSIknuDEHc7yHRkw', 'U2sN2-HGvh27FyXKFlvkBg')",0.16423259925530612,1
"('8SgjU2fID9VqKQooFt1DIQ', 'Mq8Su0PZC8D4EaJrLJOhYw', 'KGsXnYHvYddGaL_jyl0DMQ', '6rGVoAI0Bl8ZEbMNJWOK3w', 'UmXzwFM2OkZHWJ5cJZlqkg')",0.18690428563986225,1
"('avr2wfgKFmx62a5HrhAMrw', 'dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'mIysRk_cJ5K_BMZ-r06TFw')",0.17413131666613996,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'avr2wfgKFmx62a5HrhAMrw')",0.18559381189916066,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'M9rRM6Eo5YbKLKMG5QiIPA', '9Lskp3870EP6fGbI9V6ZMQ', 'sTcYq6goD1Fa2WS9MSkSvQ')",0.19463596144958872,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'KGsXnYHvYddGaL_jyl0DMQ', 'avmRUkWovTsaDqKiNKdivQ')",0.1979052504125832,1
"('dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'GiQ2F7ociTqGTrcL6kLpAw', 'D9patliQtlm646P_fyiCaw', 'Yej5B4nd8PqpHMQcmCTDrg')",0.20070040868910474,1
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'OPN-dDUBkH7uH-G8nOnskg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.2072781536783316,3
"('RBZ_kMjowV0t6_nv2UKaDQ', 'dIIKEfOgo0KqUfGQvGikPg', '_zR_YufhDeXs4c020eWWOA', 'PeLGa5vUR8_mcsn-fn42Jg', 'd_TBs6J3twMy9GChqUEXkg')",0.21197606063233737,2
"('UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'sTcYq6goD1Fa2WS9MSkSvQ')",0.17589610390700897,1
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'gvyYZgFdBbcT3xGjWOvZag', 'K0sapHOlhlGNjx3GBeSf5A', 'je5k8a3qIOM0VJE5MaxsfQ')",0.18349201080966537,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'Yej5B4nd8PqpHMQcmCTDrg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.16043050389512,1
"('dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'KeuwC8E1238SP6xyKpBM6w', 'Rs-HbyVraRCP2X4ey1t-IQ', 'pQdIIsbV5dGOVz_kWfMRTw')",0.16751969911174042,1
"('_txhy3UvyGffFh8FLO2_qw', 'Yej5B4nd8PqpHMQcmCTDrg', 'PeLGa5vUR8_mcsn-fn42Jg', 'xovKY9oB8s-NjKz_I1RpHQ', 'sYQyXDjGaJj7wfaqz5u8KQ')",0.16097718336587571,1
"('m2xXzkkKFxzx_yG29y3q8A', 'dIIKEfOgo0KqUfGQvGikPg', 'Yej5B4nd8PqpHMQcmCTDrg', 'D9patliQtlm646P_fyiCaw', 'je5k8a3qIOM0VJE5MaxsfQ')",0.2140715989620606,1
"('RBZ_kMjowV0t6_nv2UKaDQ', 'M9rRM6Eo5YbKLKMG5QiIPA', 'uluHjQdwAlwzeJgsKvh-MA', 'J1yNYAjojpD_KpocG-W3KQ', '2HoYHTUjWfmY3vHruQlDhw')",0.15037662784831782,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'Yej5B4nd8PqpHMQcmCTDrg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'sTcYq6goD1Fa2WS9MSkSvQ', 'U_Ne8BOcLn1iWBgInHVzEQ')",0.16657069083196271,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'GiQ2F7ociTqGTrcL6kLpAw')",0.18357693891955013,1
"('_txhy3UvyGffFh8FLO2_qw', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'AKXqbuifvfvNEpr3Qs51hQ')",0.18244654739574354,1
"('RBZ_kMjowV0t6_nv2UKaDQ', 'qaqkOxupLgwvi-tfGgNyRg', 'M9rRM6Eo5YbKLKMG5QiIPA', 'sTcYq6goD1Fa2WS9MSkSvQ', 'PeLGa5vUR8_mcsn-fn42Jg')",0.1505735739638542,1
"('Tr7YMpWd1XZdXdm35CatqA', 'u3rRXtoRxE5W1O19yVfslA', 'DK57YibC5ShBmqQl97CKog', 'j_j4DLfvNkhCRNWC0VBS9g', 'BqE21d_vGACZFU2U8dCRSw')",0.1793113259073924,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'Yej5B4nd8PqpHMQcmCTDrg', 'U_Ne8BOcLn1iWBgInHVzEQ')",0.14584029754208602,1
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'tJ1qdNdG0tZywbgH9uw9qw', 'pQdIIsbV5dGOVz_kWfMRTw')",0.1913115843114288,2
"('RBZ_kMjowV0t6_nv2UKaDQ', 'dIIKEfOgo0KqUfGQvGikPg', 'w1TjcJ6itK7LC_IY61NQIQ', 'kjeX2RXvW7RhBbD2QLd5jA', 'uluHjQdwAlwzeJgsKvh-MA')",0.1893381081010915,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'Yej5B4nd8PqpHMQcmCTDrg', 'U_Ne8BOcLn1iWBgInHVzEQ')",0.17102226832305614,1
"('NMmu4oC-YRqdi0WY9pV78g', 'dIIKEfOgo0KqUfGQvGikPg', 'qaqkOxupLgwvi-tfGgNyRg', 'maK3UBQczh33NuDjBYeHrA', 'RBZ_kMjowV0t6_nv2UKaDQ')",0.14208332861003364,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'je5k8a3qIOM0VJE5MaxsfQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.19334595377761027,1
"('dIIKEfOgo0KqUfGQvGikPg', 'VQhvTClcf_Wcxm0Ei4GpqA', 'p_azadim_uWFOXAhhKB3ag', 'KGsXnYHvYddGaL_jyl0DMQ', 'HtCPdVujYJAZF4FKr-C9Lg')",0.16592268965585322,1
"('_txhy3UvyGffFh8FLO2_qw', 'Yej5B4nd8PqpHMQcmCTDrg', 'NjLRgbRZiwEIMpAgXypJtw', 'LM6pxbcfdyUS8M2jWoQk1g', 'm2xXzkkKFxzx_yG29y3q8A')",0.1867468729274106,1
"('noDJ5g8IKfl3w_2aRTat9w', 'zFYs8gSUYDvXkb6O7YkRkw', 'bpgbVPJcG-wQ4cNBcPPIxw', 'kjeX2RXvW7RhBbD2QLd5jA', 'DK57YibC5ShBmqQl97CKog')",0.20443262956380587,2
"('HtCPdVujYJAZF4FKr-C9Lg', 'je5k8a3qIOM0VJE5MaxsfQ', 'PeLGa5vUR8_mcsn-fn42Jg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'ExI15M-oXjHcF42-G1xv9w')",0.16151030209750478,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'HtCPdVujYJAZF4FKr-C9Lg', 'iL_CR-WQnveqrff9LecqAQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.15672736119862973,1
"('_txhy3UvyGffFh8FLO2_qw', 'dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'Yej5B4nd8PqpHMQcmCTDrg')",0.17119173279820177,1
"('zFYs8gSUYDvXkb6O7YkRkw', 'M9rRM6Eo5YbKLKMG5QiIPA', 'DK57YibC5ShBmqQl97CKog', 'CjhTdmN6qWEKC7Zo6qadow', 'bpgbVPJcG-wQ4cNBcPPIxw')",0.24221700692641956,2
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'sFRnh5U0bfTe8Ox8PygjHg', 'JmhVFueYvJe0CsUddwuajw', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.2213561778603919,2
"('LM6pxbcfdyUS8M2jWoQk1g', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'sTcYq6goD1Fa2WS9MSkSvQ')",0.16434076933562008,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'tJ1qdNdG0tZywbgH9uw9qw', 'Yej5B4nd8PqpHMQcmCTDrg')",0.21317832165829825,1
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'GiQ2F7ociTqGTrcL6kLpAw', 'dLWDy4yzVzMQuhjoEcRO0g')",0.1749327213262874,1
"('PcvbBOCOcs6_suRDH7TSTg', 'zFYs8gSUYDvXkb6O7YkRkw', 'BqE21d_vGACZFU2U8dCRSw', 'DK57YibC5ShBmqQl97CKog', 'bpgbVPJcG-wQ4cNBcPPIxw')",0.2325650104377634,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'ExI15M-oXjHcF42-G1xv9w')",0.2196706597526874,1
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'QJI9OSEn6ujRCtrX06vs1w', 'UmXzwFM2OkZHWJ5cJZlqkg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.1612351897468265,1
"('dIIKEfOgo0KqUfGQvGikPg', 'CkM9FtxelvahpE9StyON3A', 'tJ1qdNdG0tZywbgH9uw9qw', 'PeLGa5vUR8_mcsn-fn42Jg', '-fQPzH-e-ubDIiLQhybEjQ')",0.172087248747887,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'gvyYZgFdBbcT3xGjWOvZag', 'sYQyXDjGaJj7wfaqz5u8KQ')",0.17522569786948744,1
"('_txhy3UvyGffFh8FLO2_qw', 'UmXzwFM2OkZHWJ5cJZlqkg', 'Yej5B4nd8PqpHMQcmCTDrg', 'AKXqbuifvfvNEpr3Qs51hQ', 'm2xXzkkKFxzx_yG29y3q8A')",0.24183593857550348,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'xovKY9oB8s-NjKz_I1RpHQ', 'sYQyXDjGaJj7wfaqz5u8KQ', 'p_azadim_uWFOXAhhKB3ag')",0.15816496694908438,1
"('G7vL7L42Vzr5cDPXeLpXfA', 'UmXzwFM2OkZHWJ5cJZlqkg', 'sTcYq6goD1Fa2WS9MSkSvQ', 'U_Ne8BOcLn1iWBgInHVzEQ', 'Yej5B4nd8PqpHMQcmCTDrg')",0.16652488543786698,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.17040080344990494,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'KGsXnYHvYddGaL_jyl0DMQ', 'je5k8a3qIOM0VJE5MaxsfQ')",0.19714928965389228,1
"('dIIKEfOgo0KqUfGQvGikPg', 'sTcYq6goD1Fa2WS9MSkSvQ', 'pQdIIsbV5dGOVz_kWfMRTw', 'U_Ne8BOcLn1iWBgInHVzEQ', 'Yej5B4nd8PqpHMQcmCTDrg')",0.17617535667769935,2
"('RBZ_kMjowV0t6_nv2UKaDQ', 'sTcYq6goD1Fa2WS9MSkSvQ', '-fQPzH-e-ubDIiLQhybEjQ', 'uluHjQdwAlwzeJgsKvh-MA', 'sjWvk3DZapZ-9ULAFtDmYw')",0.1477035871132083,1
"('DSDL_v5dvLOIJ-o5sRhz4w', 'RBZ_kMjowV0t6_nv2UKaDQ', 'w1TjcJ6itK7LC_IY61NQIQ', 'kjeX2RXvW7RhBbD2QLd5jA', 'uluHjQdwAlwzeJgsKvh-MA')",0.13475039762588875,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'HtCPdVujYJAZF4FKr-C9Lg', 'xovKY9oB8s-NjKz_I1RpHQ', 'mIysRk_cJ5K_BMZ-r06TFw')",0.13179919360199385,1
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'pQdIIsbV5dGOVz_kWfMRTw', 'PeLGa5vUR8_mcsn-fn42Jg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.21778320139034868,2
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'tJ1qdNdG0tZywbgH9uw9qw', 'Yej5B4nd8PqpHMQcmCTDrg', 'gH3JDpHQfVcMEGaAaCJPjA')",0.18881835747252557,1
"('QJI9OSEn6ujRCtrX06vs1w', 'yrGIgk5eaWy-eewLNv4KHQ', 'QTNMJ8unxkk8XT4Tl4a68g', 'RBZ_kMjowV0t6_nv2UKaDQ', 'dIIKEfOgo0KqUfGQvGikPg')",0.18796677500330228,2
"('UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'Yej5B4nd8PqpHMQcmCTDrg', 'xovKY9oB8s-NjKz_I1RpHQ', 'mIysRk_cJ5K_BMZ-r06TFw')",0.14340365839915897,1
"('dIIKEfOgo0KqUfGQvGikPg', 'M9rRM6Eo5YbKLKMG5QiIPA', '04J_q_VhSBItxNiEAN-gkA', '9Lskp3870EP6fGbI9V6ZMQ', 'W9MPolPlUiUEXYfGnYiHEQ')",0.11626676044754296,1
"('5Z-3tcM07Pyc4mOF2Rjt6Q', 'dIIKEfOgo0KqUfGQvGikPg', '-fQPzH-e-ubDIiLQhybEjQ', '5uiCy0vSIknuDEHc7yHRkw', 'sjWvk3DZapZ-9ULAFtDmYw')",0.1765259873938127,1
"('_txhy3UvyGffFh8FLO2_qw', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'AKXqbuifvfvNEpr3Qs51hQ', 'mIysRk_cJ5K_BMZ-r06TFw')",0.19314428182109344,1
"('dIIKEfOgo0KqUfGQvGikPg', 'RBZ_kMjowV0t6_nv2UKaDQ', 'sTcYq6goD1Fa2WS9MSkSvQ', 'avmRUkWovTsaDqKiNKdivQ', 'PeLGa5vUR8_mcsn-fn42Jg')",0.25162714859322277,1
"('LM6pxbcfdyUS8M2jWoQk1g', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'KeuwC8E1238SP6xyKpBM6w', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.16847923283306415,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'NjLRgbRZiwEIMpAgXypJtw', 'Yej5B4nd8PqpHMQcmCTDrg', 'GiQ2F7ociTqGTrcL6kLpAw')",0.19287311708187638,1
"('5Z-3tcM07Pyc4mOF2Rjt6Q', 'dIIKEfOgo0KqUfGQvGikPg', 'RBZ_kMjowV0t6_nv2UKaDQ', '5uiCy0vSIknuDEHc7yHRkw', 'U2sN2-HGvh27FyXKFlvkBg')",0.15886194943205373,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'tJ1qdNdG0tZywbgH9uw9qw', 'Vmsmf4i096q9feBgp4CuXA', 'mIysRk_cJ5K_BMZ-r06TFw')",0.1875634713054228,1
"('NMmu4oC-YRqdi0WY9pV78g', 'dIIKEfOgo0KqUfGQvGikPg', 'qaqkOxupLgwvi-tfGgNyRg', 'YORJi2JtQg5Mo4nmKOXzag', 'PeLGa5vUR8_mcsn-fn42Jg')",0.12266123945242562,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'Vmsmf4i096q9feBgp4CuXA', 'mIysRk_cJ5K_BMZ-r06TFw')",0.20385019710819977,1
"('1fPiKjZhkGWLya1QLkwlhQ', 'kjeX2RXvW7RhBbD2QLd5jA', 'DK57YibC5ShBmqQl97CKog', '7SN81BGKQSWcH-y1oh1k5Q', 'e6iCOIhtupBCiw-VwBvJ4A')",0.16489415849490857,1
"('5Z-3tcM07Pyc4mOF2Rjt6Q', 'dIIKEfOgo0KqUfGQvGikPg', '-fQPzH-e-ubDIiLQhybEjQ', 'U2sN2-HGvh27FyXKFlvkBg', 'sjWvk3DZapZ-9ULAFtDmYw')",0.1545170277465877,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'rKOVduk_kQpoIiom5lbBAQ', 'PeLGa5vUR8_mcsn-fn42Jg', 'YORJi2JtQg5Mo4nmKOXzag')",0.18637378813728392,1
"('GiQ2F7ociTqGTrcL6kLpAw', 'sFRnh5U0bfTe8Ox8PygjHg', 'M9rRM6Eo5YbKLKMG5QiIPA', 'PeLGa5vUR8_mcsn-fn42Jg', 'D9patliQtlm646P_fyiCaw')",0.16302743156022625,1
"('_txhy3UvyGffFh8FLO2_qw', 'dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.17870807766691688,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'Yej5B4nd8PqpHMQcmCTDrg', 'xovKY9oB8s-NjKz_I1RpHQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.17478439374446958,1
"('Q6Dcxo3_lNCzkqK7J3FL7A', 'dIIKEfOgo0KqUfGQvGikPg', 'kjeX2RXvW7RhBbD2QLd5jA', '3uPAF2-YwiTUN5NvVH6pIQ', 'pwQ8E-hbDUJe3qtKt_IBBg')",0.21513980733295462,4
"('LM6pxbcfdyUS8M2jWoQk1g', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'avXKk5RYsDWeRgkHv1wfGQ')",0.16239998645800416,1
"('dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'iL_CR-WQnveqrff9LecqAQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.1701326053530775,1
"('BqE21d_vGACZFU2U8dCRSw', 'dIIKEfOgo0KqUfGQvGikPg', 'SCo1UBoeN3bhRMkSYuiX1A', 'pwQ8E-hbDUJe3qtKt_IBBg', 'vnWKs2dgqDuR_yNI5qJG5g')",0.188241872212718,1
"('dIIKEfOgo0KqUfGQvGikPg', 'tJ1qdNdG0tZywbgH9uw9qw', 'PeLGa5vUR8_mcsn-fn42Jg', 'sTcYq6goD1Fa2WS9MSkSvQ', '-fQPzH-e-ubDIiLQhybEjQ')",0.19390732637204025,2
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'tJ1qdNdG0tZywbgH9uw9qw', 'Yej5B4nd8PqpHMQcmCTDrg', 'HtCPdVujYJAZF4FKr-C9Lg')",0.19606542152410528,1
"('zFYs8gSUYDvXkb6O7YkRkw', 'PcvbBOCOcs6_suRDH7TSTg', '1fPiKjZhkGWLya1QLkwlhQ', 'kjeX2RXvW7RhBbD2QLd5jA', 'DK57YibC5ShBmqQl97CKog')",0.22913100755416815,1
"('kc-rnN-ndnFTdHG4TfIgeQ', 'JmhVFueYvJe0CsUddwuajw', 'D9patliQtlm646P_fyiCaw', 'sTcYq6goD1Fa2WS9MSkSvQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.15998117718694105,1
"('dIIKEfOgo0KqUfGQvGikPg', 'HtCPdVujYJAZF4FKr-C9Lg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'U_Ne8BOcLn1iWBgInHVzEQ', 'pQdIIsbV5dGOVz_kWfMRTw')",0.16593081447235236,1
"('dIIKEfOgo0KqUfGQvGikPg', 'Yej5B4nd8PqpHMQcmCTDrg', 'K0sapHOlhlGNjx3GBeSf5A', 'PeLGa5vUR8_mcsn-fn42Jg', 'D9patliQtlm646P_fyiCaw')",0.19777453275801937,1
"('dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'JmhVFueYvJe0CsUddwuajw', 'M9rRM6Eo5YbKLKMG5QiIPA', 'D9patliQtlm646P_fyiCaw')",0.19528232026188866,1
"('vnWKs2dgqDuR_yNI5qJG5g', 'RBZ_kMjowV0t6_nv2UKaDQ', 'PeLGa5vUR8_mcsn-fn42Jg', 'QuZbJquRtbY9O9JrB9NpxQ', 'dIIKEfOgo0KqUfGQvGikPg')",0.20788546633497945,1
