group,similarity,business_count
"('CjhTdmN6qWEKC7Zo6qadow', '25W8CVIdQDIkyPb8ISCGpQ', 'DK57YibC5ShBmqQl97CKog')",0.1900025849657805,2
"('BA9SDRZGyRcUMxTdUTVhmw', 'rMsB82tk9uOB6JumPMgczg', 'zFYs8gSUYDvXkb6O7YkRkw', 'j8QeU8dE-Pvaz81UiGURuQ', 'Isf8G6HPbNqEisKDjmUlbw')",0.1819105168344573,1
"('DSDL_v5dvLOIJ-o5sRhz4w', 'RBZ_kMjowV0t6_nv2UKaDQ', 'SCo1UBoeN3bhRMkSYuiX1A', 'sjWvk3DZapZ-9ULAFtDmYw', '8DGFWco9VeBAxjqsuh1aSw')",0.1863972585342662,2
"('8SgjU2fID9VqKQooFt1DIQ', 'HtCPdVujYJAZF4FKr-C9Lg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'Mq8Su0PZC8D4EaJrLJOhYw')",0.16899242696039055,1
"('-RhRXVW9z9fs5zzxhFfnHg', 'sFRnh5U0bfTe8Ox8PygjHg', 'SCo1UBoeN3bhRMkSYuiX1A')",0.19536418152992616,2
"('8SgjU2fID9VqKQooFt1DIQ', '_zR_YufhDeXs4c020eWWOA', 'd_TBs6J3twMy9GChqUEXkg')",0.11545863224797641,1
"('RBZ_kMjowV0t6_nv2UKaDQ', 'UmXzwFM2OkZHWJ5cJZlqkg', 'M9rRM6Eo5YbKLKMG5QiIPA', 'PeLGa5vUR8_mcsn-fn42Jg')",0.22295286978484344,4
"('rKOVduk_kQpoIiom5lbBAQ', 'yrGIgk5eaWy-eewLNv4KHQ', 'PeLGa5vUR8_mcsn-fn42Jg')",0.12206055966136624,1
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'dLWDy4yzVzMQuhjoEcRO0g', 'UmXzwFM2OkZHWJ5cJZlqkg')",0.16542819343316373,1
"('04J_q_VhSBItxNiEAN-gkA', 'PeLGa5vUR8_mcsn-fn42Jg', 'M9rRM6Eo5YbKLKMG5QiIPA', 'W9MPolPlUiUEXYfGnYiHEQ')",0.13009147654001782,1
"('zFYs8gSUYDvXkb6O7YkRkw', 'PELcfSZAly6vsYZ1ksT6Gw', 'DK57YibC5ShBmqQl97CKog')",0.24405387274336202,7
"('pwQ8E-hbDUJe3qtKt_IBBg', 'RBZ_kMjowV0t6_nv2UKaDQ', 'cMEtAiW60I5wE_vLfTxoJQ', 'dIIKEfOgo0KqUfGQvGikPg')",0.3307588056500853,8
"('ibO3x7W0znfQ-Jmq5IP0Bw', 'dIIKEfOgo0KqUfGQvGikPg', 'SrF972IxsELYQ3eaWB5X4A', 'PeLGa5vUR8_mcsn-fn42Jg')",0.2371707712916903,2
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'A2JGzkvNjckSmps_4FbKWw')",0.17925993276768368,2
"('dIIKEfOgo0KqUfGQvGikPg', 'D9patliQtlm646P_fyiCaw', 'KGsXnYHvYddGaL_jyl0DMQ')",0.14522838865820842,1
"('RBZ_kMjowV0t6_nv2UKaDQ', '6rGVoAI0Bl8ZEbMNJWOK3w', 'Rzf35jKV8e8EJdssrae_AA', 'M9rRM6Eo5YbKLKMG5QiIPA', 'u0JoB0Vm1ZhwF8nysxPnfg')",0.1745844884610191,1
"('NMmu4oC-YRqdi0WY9pV78g', 'dIIKEfOgo0KqUfGQvGikPg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.15560988925976443,2
"('22dqLO1If5t3j06a2gd7lA', 'DK57YibC5ShBmqQl97CKog', 'PcvbBOCOcs6_suRDH7TSTg', '1sGYXSkJHPhJ6wQtc-RbZw')",0.14612847915230917,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'Yej5B4nd8PqpHMQcmCTDrg', 'rMsB82tk9uOB6JumPMgczg', 'sYQyXDjGaJj7wfaqz5u8KQ')",0.12037391149890381,1
"('M9rRM6Eo5YbKLKMG5QiIPA', 'DK57YibC5ShBmqQl97CKog', 'zFYs8gSUYDvXkb6O7YkRkw')",0.2662229260088983,14
"('G7vL7L42Vzr5cDPXeLpXfA', 'dIIKEfOgo0KqUfGQvGikPg', 'Yej5B4nd8PqpHMQcmCTDrg')",0.15875468925311373,2
"('dIIKEfOgo0KqUfGQvGikPg', 'qaqkOxupLgwvi-tfGgNyRg', 'PeLGa5vUR8_mcsn-fn42Jg', 'RBZ_kMjowV0t6_nv2UKaDQ')",0.19208210891372224,1
"('1YorWW0Z-YDuYC5GplNabw', 'F78tJHr0qW6FsYBtWMmLpA', 'eAJ3Ip0vh-zuk_BmcmchYA', 'iDlkZO2iILS8Jwfdy7DP9A')",0.1353185429514744,1
"('8SgjU2fID9VqKQooFt1DIQ', 'kT8PCNJ3RnBXHJEZCaM5_w', '24AzZDQKHySwMQR7VQVCAg', 'sTcYq6goD1Fa2WS9MSkSvQ')",0.12893607238510849,1
"('6jz_Yr6_AP2WWLbj9gGDpA', '1YorWW0Z-YDuYC5GplNabw', 'QbDJB-4XAxn3BGwi6Rrzjw')",0.1619065105274543,4
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'avmRUkWovTsaDqKiNKdivQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.2518081079812782,6
"('pwQ8E-hbDUJe3qtKt_IBBg', 'RBZ_kMjowV0t6_nv2UKaDQ', 'P2sQVHyHmy4WA0I7NI5hWg')",0.176961736729623,2
"('dIIKEfOgo0KqUfGQvGikPg', 'M9rRM6Eo5YbKLKMG5QiIPA', '9gZ4pQHdK6v8xMLig6EEFA', 'kjeX2RXvW7RhBbD2QLd5jA', '8DGFWco9VeBAxjqsuh1aSw')",0.17270098951328391,1
"('UmXzwFM2OkZHWJ5cJZlqkg', '2HoYHTUjWfmY3vHruQlDhw', 'yszYcfzs9iyQ4cAnE2sMvg')",0.13306344504465376,1
"('vnWKs2dgqDuR_yNI5qJG5g', 'EV6-TcSMzKURTpkMKCuQww', 'kjeX2RXvW7RhBbD2QLd5jA')",0.1301006509949905,1
"('HtCPdVujYJAZF4FKr-C9Lg', 'KeuwC8E1238SP6xyKpBM6w', '0UI9KTPdtkwl9lMdMT-Sgg')",0.18706919010189557,3
"('dIIKEfOgo0KqUfGQvGikPg', 'iL_CR-WQnveqrff9LecqAQ', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.2073539733388197,5
"('UmXzwFM2OkZHWJ5cJZlqkg', 'gvyYZgFdBbcT3xGjWOvZag', 'Yej5B4nd8PqpHMQcmCTDrg', 'U_Ne8BOcLn1iWBgInHVzEQ')",0.229677374505842,1
"('GiQ2F7ociTqGTrcL6kLpAw', 'PeLGa5vUR8_mcsn-fn42Jg', 'sFRnh5U0bfTe8Ox8PygjHg')",0.18915398771629555,3
"('JmhVFueYvJe0CsUddwuajw', 'M9rRM6Eo5YbKLKMG5QiIPA', 'SrF972IxsELYQ3eaWB5X4A', 'PeLGa5vUR8_mcsn-fn42Jg')",0.19008736720391337,2
"('KxGeqg5ccByhaZfQRI4Nnw', 'J1yNYAjojpD_KpocG-W3KQ', '04J_q_VhSBItxNiEAN-gkA', 'dIIKEfOgo0KqUfGQvGikPg')",0.1511034356024302,1
"('8SgjU2fID9VqKQooFt1DIQ', 'RBZ_kMjowV0t6_nv2UKaDQ', 'Mq8Su0PZC8D4EaJrLJOhYw')",0.20585291546978046,5
"('snOEFsP64IOuQ9Ll8_JrAg', 'RBZ_kMjowV0t6_nv2UKaDQ', 'EV6-TcSMzKURTpkMKCuQww')",0.16727723120726043,1
"('RBZ_kMjowV0t6_nv2UKaDQ', '6rGVoAI0Bl8ZEbMNJWOK3w', 'J1yNYAjojpD_KpocG-W3KQ', 'u0JoB0Vm1ZhwF8nysxPnfg')",0.16586323516915893,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'je5k8a3qIOM0VJE5MaxsfQ', 'KGsXnYHvYddGaL_jyl0DMQ')",0.19714928965389228,1
"('-RhRXVW9z9fs5zzxhFfnHg', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'aRub-nsvr8bxFfpxsybcrQ', 'XNSyl47aXuPsvC5zXm5uhw')",0.20905157394137747,1
"('pwQ8E-hbDUJe3qtKt_IBBg', '1UwJVPsIiQ1VpzRZhLftSw', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.12159053118529906,1
"('o7NMUfN_8HrSC6waZkLpKA', 'dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.20433611860678239,1
"('e6iCOIhtupBCiw-VwBvJ4A', 'DK57YibC5ShBmqQl97CKog', 'zFYs8gSUYDvXkb6O7YkRkw', '1fPiKjZhkGWLya1QLkwlhQ')",0.19117237573700593,2
"('XTXVPAkymeR9dkBiuQjKig', 'kjeX2RXvW7RhBbD2QLd5jA', 'pwQ8E-hbDUJe3qtKt_IBBg')",0.2227584369807684,8
"('4VmuXuSRhv5UxYUy3tMpiQ', '7pi5q0cT60nBNwlHV0wLKQ', 'PeLGa5vUR8_mcsn-fn42Jg')",0.06811967077154847,1
"('KeuwC8E1238SP6xyKpBM6w', 'dIIKEfOgo0KqUfGQvGikPg', 'gvyYZgFdBbcT3xGjWOvZag', 'je5k8a3qIOM0VJE5MaxsfQ')",0.22430434792088919,2
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'Yej5B4nd8PqpHMQcmCTDrg', 'PeLGa5vUR8_mcsn-fn42Jg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.21778880591022814,3
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'KGsXnYHvYddGaL_jyl0DMQ', 'VQhvTClcf_Wcxm0Ei4GpqA')",0.1766539797229009,1
"('_txhy3UvyGffFh8FLO2_qw', 'dIIKEfOgo0KqUfGQvGikPg', 'HhVNG_1NOEyxfxudd6TSCg', 'dyhTHLIf6eWBvU78Y3T06A')",0.16466408054749157,1
"('RBZ_kMjowV0t6_nv2UKaDQ', 'dIIKEfOgo0KqUfGQvGikPg', '04J_q_VhSBItxNiEAN-gkA', 'PeLGa5vUR8_mcsn-fn42Jg', 'd_TBs6J3twMy9GChqUEXkg')",0.22792527159721865,1
"('sYQyXDjGaJj7wfaqz5u8KQ', 'dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'avr2wfgKFmx62a5HrhAMrw')",0.1528321783328131,1
"('e6iCOIhtupBCiw-VwBvJ4A', 'j_j4DLfvNkhCRNWC0VBS9g', 'DK57YibC5ShBmqQl97CKog', 'u3rRXtoRxE5W1O19yVfslA')",0.15202279687751927,1
"('GiQ2F7ociTqGTrcL6kLpAw', 'dIIKEfOgo0KqUfGQvGikPg', 'JmhVFueYvJe0CsUddwuajw', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.2011532842262214,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'dIIKEfOgo0KqUfGQvGikPg', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.2262663032950635,7
"('uRcZURC3ituvPT0en9l3xA', 'M9rRM6Eo5YbKLKMG5QiIPA', 'Wi0VgIrbb8vqU6weyVw6tg')",0.09165557083945897,1
"('vnWKs2dgqDuR_yNI5qJG5g', 'kjeX2RXvW7RhBbD2QLd5jA', '5jz-BicrPZGCp-Mi-oBRUw')",0.17012794217941363,5
"('GiQ2F7ociTqGTrcL6kLpAw', 'dIIKEfOgo0KqUfGQvGikPg', 'Yej5B4nd8PqpHMQcmCTDrg', 'LM6pxbcfdyUS8M2jWoQk1g')",0.18529598369465353,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'NjLRgbRZiwEIMpAgXypJtw', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.13928932036144456,1
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'NjLRgbRZiwEIMpAgXypJtw', '0E6g9TnZ7tTnfvUoyaR6Cw')",0.1316979430320984,1
"('dIIKEfOgo0KqUfGQvGikPg', 'gvyYZgFdBbcT3xGjWOvZag', 'KeuwC8E1238SP6xyKpBM6w')",0.20118656289317635,5
"('KxGeqg5ccByhaZfQRI4Nnw', 'A0j21z2Q1HGic7jW6e9h7A', 'rKOVduk_kQpoIiom5lbBAQ', 'RBZ_kMjowV0t6_nv2UKaDQ')",0.18356296227555413,1
"('cJlBhBSc-_FJFa_ubY9P0A', 'zFYs8gSUYDvXkb6O7YkRkw', 'DK57YibC5ShBmqQl97CKog')",0.25531000746888904,7
"('dIIKEfOgo0KqUfGQvGikPg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'ExI15M-oXjHcF42-G1xv9w')",0.23309516586491866,2
"('8SgjU2fID9VqKQooFt1DIQ', 'RBZ_kMjowV0t6_nv2UKaDQ', 'gvyYZgFdBbcT3xGjWOvZag', 'K0sapHOlhlGNjx3GBeSf5A')",0.1411863715657455,1
"('RBZ_kMjowV0t6_nv2UKaDQ', '6rGVoAI0Bl8ZEbMNJWOK3w', 'KxGeqg5ccByhaZfQRI4Nnw', 'dIIKEfOgo0KqUfGQvGikPg', 'J1yNYAjojpD_KpocG-W3KQ')",0.22533558266179368,1
"('sYQyXDjGaJj7wfaqz5u8KQ', 'UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'U_Ne8BOcLn1iWBgInHVzEQ')",0.14559710047214214,1
"('m2xXzkkKFxzx_yG29y3q8A', 'UmXzwFM2OkZHWJ5cJZlqkg', '5uiCy0vSIknuDEHc7yHRkw')",0.1908203501514983,3
"('UmXzwFM2OkZHWJ5cJZlqkg', '36uY0YLHy70zR7YoXLUKSA', 'HP8HNY4s_sLUcJEJcmzqxQ')",0.09414939379705396,1
"('KxGeqg5ccByhaZfQRI4Nnw', 'avmRUkWovTsaDqKiNKdivQ', 'RBZ_kMjowV0t6_nv2UKaDQ', '04J_q_VhSBItxNiEAN-gkA')",0.19219269089879476,2
"('6rGVoAI0Bl8ZEbMNJWOK3w', 'J1yNYAjojpD_KpocG-W3KQ', 'dIIKEfOgo0KqUfGQvGikPg')",0.1948373291456594,1
"('RBZ_kMjowV0t6_nv2UKaDQ', 'dIIKEfOgo0KqUfGQvGikPg', 'sjWvk3DZapZ-9ULAFtDmYw', 'SCo1UBoeN3bhRMkSYuiX1A')",0.2642301831237715,3
"('zFYs8gSUYDvXkb6O7YkRkw', 'kjeX2RXvW7RhBbD2QLd5jA', 'BA9SDRZGyRcUMxTdUTVhmw', 'WMMI5Q4Rmm1Rqdu0jOvyhQ')",0.1586206018340736,1
"('HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'xovKY9oB8s-NjKz_I1RpHQ', 'A0j21z2Q1HGic7jW6e9h7A', 'p_azadim_uWFOXAhhKB3ag')",0.14800103418008853,1
"('PeLGa5vUR8_mcsn-fn42Jg', '04J_q_VhSBItxNiEAN-gkA', 'M9rRM6Eo5YbKLKMG5QiIPA')",0.18207531219467357,2
"('vnWKs2dgqDuR_yNI5qJG5g', '04J_q_VhSBItxNiEAN-gkA', '-tBJZffckiQC6zhPlwVpVQ', 'PeLGa5vUR8_mcsn-fn42Jg')",0.1443413353047757,1
"('sYQyXDjGaJj7wfaqz5u8KQ', 'UmXzwFM2OkZHWJ5cJZlqkg', 'R4eLJKwG9yQ44vfwaUHS3g', 'avr2wfgKFmx62a5HrhAMrw')",0.16248128470848325,1
"('dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg', 'kn1ya_7VhGLx7iyl_sSc9w', 'je5k8a3qIOM0VJE5MaxsfQ')",0.18155392534828704,2
"('BqE21d_vGACZFU2U8dCRSw', 'BA9SDRZGyRcUMxTdUTVhmw', 'QGgWWhEi5R4SLAKN-xwtNQ')",0.11358779293882026,2
"('dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'PGh1RQ55_lLi4A7LNZtMHg')",0.1670714563479387,3
"('U_Ne8BOcLn1iWBgInHVzEQ', 'Yej5B4nd8PqpHMQcmCTDrg', 'NjLRgbRZiwEIMpAgXypJtw')",0.16994008957824372,1
"('_txhy3UvyGffFh8FLO2_qw', 'dIIKEfOgo0KqUfGQvGikPg', 'PeLGa5vUR8_mcsn-fn42Jg')",0.19094680842014625,3
"('HhVNG_1NOEyxfxudd6TSCg', 'Yej5B4nd8PqpHMQcmCTDrg', 'je5k8a3qIOM0VJE5MaxsfQ', 'qYxGJKlYrqNgodzMWHaaGw')",0.22473601053630807,1
"('sFRnh5U0bfTe8Ox8PygjHg', 'M9rRM6Eo5YbKLKMG5QiIPA', 'PeLGa5vUR8_mcsn-fn42Jg', 'D9patliQtlm646P_fyiCaw')",0.17727781268385642,2
"('mIysRk_cJ5K_BMZ-r06TFw', 'SCo1UBoeN3bhRMkSYuiX1A', 'rA97zeqOrUYuEM69n0Xn4w')",0.12902860083694276,2
"('C4-DtyZClKlyIi9_9xc5AA', 'sTcYq6goD1Fa2WS9MSkSvQ', 'D9patliQtlm646P_fyiCaw', 'gH3JDpHQfVcMEGaAaCJPjA')",0.13028240494363277,1
"('zlFj4sJmPwzS1WdEB0FnFQ', 'DK57YibC5ShBmqQl97CKog', 'M9rRM6Eo5YbKLKMG5QiIPA', 'zFYs8gSUYDvXkb6O7YkRkw', '9gZ4pQHdK6v8xMLig6EEFA')",0.16171802880061056,1
"('UmXzwFM2OkZHWJ5cJZlqkg', 'HtCPdVujYJAZF4FKr-C9Lg', 'mIysRk_cJ5K_BMZ-r06TFw')",0.1664607460932335,3
"('5Z-3tcM07Pyc4mOF2Rjt6Q', 'dIIKEfOgo0KqUfGQvGikPg', 'RBZ_kMjowV0t6_nv2UKaDQ', 'Yej5B4nd8PqpHMQcmCTDrg', '-fQPzH-e-ubDIiLQhybEjQ')",0.1751092731752141,1
"('dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'tTilu3fgu4b0CUBI2F_EXg', 'pQdIIsbV5dGOVz_kWfMRTw')",0.1535707631920635,1
"('sYQyXDjGaJj7wfaqz5u8KQ', 'dIIKEfOgo0KqUfGQvGikPg', 'R4eLJKwG9yQ44vfwaUHS3g', 'Yej5B4nd8PqpHMQcmCTDrg', 'qYxGJKlYrqNgodzMWHaaGw')",0.170136065369378,1
"('SaNDaz5rBQs-5gyhOkO1MA', 'dIIKEfOgo0KqUfGQvGikPg', 'GiQ2F7ociTqGTrcL6kLpAw', 'PeLGa5vUR8_mcsn-fn42Jg', 'JmhVFueYvJe0CsUddwuajw')",0.1867446130496404,1
"('GiQ2F7ociTqGTrcL6kLpAw', 'HtCPdVujYJAZF4FKr-C9Lg', 'Yej5B4nd8PqpHMQcmCTDrg', 'D9patliQtlm646P_fyiCaw')",0.2140760129136161,1
"('QGgWWhEi5R4SLAKN-xwtNQ', 'CjhTdmN6qWEKC7Zo6qadow', 'Isf8G6HPbNqEisKDjmUlbw')",0.08633852925702779,1
"('dIIKEfOgo0KqUfGQvGikPg', 'Yej5B4nd8PqpHMQcmCTDrg', 'sYQyXDjGaJj7wfaqz5u8KQ', 'ExI15M-oXjHcF42-G1xv9w')",0.24066150758816007,3
"('L5uq2v3GnGiYi6DzO2KunA', 'HhVNG_1NOEyxfxudd6TSCg', 'dyhTHLIf6eWBvU78Y3T06A')",0.18257161954155512,1
"('p_azadim_uWFOXAhhKB3ag', 'Yej5B4nd8PqpHMQcmCTDrg', '24AzZDQKHySwMQR7VQVCAg')",0.15030447454455179,4
"('Xr5ceZ5Gq7cc8YuyLYz2bA', 'dIIKEfOgo0KqUfGQvGikPg', '5uiCy0vSIknuDEHc7yHRkw')",0.08836177486331613,1
"('MdGnY6eLxy82nEZhCc6rnQ', 'BA9SDRZGyRcUMxTdUTVhmw', 'TVkU2gHhe05v_lgsE_NccA')",0.09590793513974392,3
"('kc-rnN-ndnFTdHG4TfIgeQ', 'HtCPdVujYJAZF4FKr-C9Lg', 'PeLGa5vUR8_mcsn-fn42Jg', 'LM6pxbcfdyUS8M2jWoQk1g', 'KGsXnYHvYddGaL_jyl0DMQ')",0.15113798823447863,1
"('04J_q_VhSBItxNiEAN-gkA', 'RBZ_kMjowV0t6_nv2UKaDQ', 'EV6-TcSMzKURTpkMKCuQww', 'PeLGa5vUR8_mcsn-fn42Jg')",0.22246313029040807,3
"('soc2J5OHH7V6JQ7t211Icg', 'PeLGa5vUR8_mcsn-fn42Jg', 'SCo1UBoeN3bhRMkSYuiX1A')",0.20427444365813283,4
"('dIIKEfOgo0KqUfGQvGikPg', 'zFYs8gSUYDvXkb6O7YkRkw', 'DK57YibC5ShBmqQl97CKog', '24AzZDQKHySwMQR7VQVCAg')",0.1715099619390484,2
"('6aSVrKFKo8GyfmU6VmGYTg', 'UmXzwFM2OkZHWJ5cJZlqkg', 'PeLGa5vUR8_mcsn-fn42Jg', 'OPN-dDUBkH7uH-G8nOnskg')",0.17322514100468087,1
"('AKXqbuifvfvNEpr3Qs51hQ', 'dIIKEfOgo0KqUfGQvGikPg', 'sFRnh5U0bfTe8Ox8PygjHg', 'KGsXnYHvYddGaL_jyl0DMQ', 'mIysRk_cJ5K_BMZ-r06TFw')",0.18127915403206726,1
"('dIIKEfOgo0KqUfGQvGikPg', 'GiQ2F7ociTqGTrcL6kLpAw', 'zRRurs5wB7er42zvPktv9w')",0.15570903958720136,1
"('cty-VP-wvpUbsa-nPGc1CA', '6rGVoAI0Bl8ZEbMNJWOK3w', 'J1yNYAjojpD_KpocG-W3KQ')",0.1336863943955566,2
"('UmXzwFM2OkZHWJ5cJZlqkg', '2HoYHTUjWfmY3vHruQlDhw', 'yszYcfzs9iyQ4cAnE2sMvg', 'KGsXnYHvYddGaL_jyl0DMQ')",0.15391977125336773,1
"('sFRnh5U0bfTe8Ox8PygjHg', 'dIIKEfOgo0KqUfGQvGikPg', 'mIysRk_cJ5K_BMZ-r06TFw', 'KGsXnYHvYddGaL_jyl0DMQ', 'PeLGa5vUR8_mcsn-fn42Jg')",0.15169998622442885,1
"('sFRnh5U0bfTe8Ox8PygjHg', '04J_q_VhSBItxNiEAN-gkA', 'Rzf35jKV8e8EJdssrae_AA')",0.10758017498197414,1
